Uid,Activity,"state (0:stop, 1:move)",Timestamp,X,Y,Z,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.3,0.917542,-36.821621,-15.857071,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.4,0.618896,-36.475372,-15.612015,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.5,2.644043,-35.79829,-15.47879,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.6,4.227783,-36.140217,-14.865112,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.7,5.063507,-35.722908,-15.166611,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.8,4.379364,-36.09201,-13.674637,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:32.9,3.558197,-35.151772,-15.814987,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.0,1.969208,-35.739449,-14.85025,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.1,0.002808,-35.73468,-14.995621,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.2,-0.629486,-35.865337,-14.711929,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.3,-1.379822,-36.248848,-13.631363,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.4,-1.429657,-36.62635,-12.732407,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.5,-1.329498,-35.510979,-14.978882,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.6,-1.203461,-36.386402,-13.504181,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.7,0.352112,-36.034428,-15.089462,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.8,1.111908,-36.540695,-14.389038,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:33.9,0.361877,-36.525879,-14.467896,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.0,0.465179,-36.593563,-14.160492,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.1,-0.586731,-36.375202,-15.043533,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.2,-1.68869,-36.622097,-16.088837,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.3,-2.32254,-36.664501,-16.022827,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.4,-3.039673,-37.047325,-15.761276,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.5,-3.441254,-37.795952,-14.214523,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.6,-3.437897,-37.971813,-13.958099,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.7,-3.138367,-37.989017,-15.152359,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.8,-0.12616,-38.362103,-15.036316,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:34.9,1.28656,-38.513893,-14.446716,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.0,2.119537,-38.405956,-14.866928,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.1,1.362457,-38.711487,-13.864853,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.2,0.096832,-38.126072,-15.107849,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.3,-1.780792,-39.015076,-14.43486,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.4,-1.69281,-38.139751,-15.958008,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.5,-1.382599,-37.81411,-16.122757,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.6,-1.142822,-37.803402,-17.012268,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.7,-0.975464,-37.393154,-16.78653,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.8,-0.979462,-37.007004,-18.179398,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:35.9,0.069855,-37.299423,-17.610184,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.0,0.962585,-37.492371,-17.337265,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.1,2.087952,-37.619183,-17.120193,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.2,1.979279,-37.877247,-16.794464,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.3,1.412415,-39.220825,-15.804077,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.4,1.110138,-38.858803,-16.372101,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.5,0.08844,-39.429359,-15.948715,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.6,-0.885315,-38.764488,-17.504913,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.7,-1.862671,-38.665642,-17.304367,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.8,-2.175995,-39.394909,-16.767563,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:36.9,-2.864716,-39.915981,-14.762268,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.0,-1.107178,-39.61021,-16.544205,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.1,-1.099335,-40.461899,-15.076385,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.2,0.479584,-40.530769,-15.505493,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.3,2.019775,-41.171955,-13.756973,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.4,2.586243,-41.370434,-13.523697,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.5,2.826477,-41.727112,-12.735718,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.6,2.972015,-41.387218,-12.041367,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.7,3.812744,-40.802219,-10.720627,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.8,3.817383,-39.485641,-9.342743,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:37.9,4.505402,-38.484074,-8.98497,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.0,5.29892,-37.476837,-6.86351,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.1,5.725403,-35.940742,-6.550125,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.2,6.250641,-33.627731,-7.638489,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.3,6.163818,-33.442596,-6.387207,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.4,5.793732,-32.537319,-6.867432,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.5,5.256226,-33.334106,-5.871231,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.6,4.253815,-33.530685,-6.568817,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.7,2.102661,-34.215904,-6.532028,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.8,0.179718,-34.747833,-7.665527,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:38.9,-1.338287,-36.258026,-7.662766,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.0,-3.135559,-36.613029,-9.943451,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.1,-3.989471,-37.457222,-9.596069,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.2,-5.179962,-38.817135,-9.282516,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.3,-5.123932,-39.99276,-10.159622,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.4,-4.179779,-40.165554,-12.322479,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.5,-2.852478,-41.572788,-11.031036,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.6,-1.405853,-41.655094,-11.444229,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.7,-0.631683,-42.185715,-11.408997,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.8,0.07373,-42.685493,-11.617142,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:39.9,-0.435913,-43.390003,-10.511734,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.0,-0.80896,-42.947075,-11.986526,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.1,-1.768707,-42.99752,-13.56987,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.2,-2.693115,-43.211849,-12.556396,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.3,-2.865753,-43.629391,-12.611969,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.4,-2.56543,-43.87505,-11.997818,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.5,-1.844238,-43.674564,-13.060501,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.6,-0.808563,-44.063503,-13.885422,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.7,1.358063,-44.017338,-13.609283,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.8,2.652954,-43.895824,-13.647903,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:40.9,3.102112,-43.752895,-14.35881,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.0,2.307648,-44.441883,-11.911133,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.1,1.767181,-43.763706,-13.81163,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.2,1.293427,-44.340343,-12.368988,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.3,-0.12674,-43.774876,-15.301559,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.4,-1.546387,-43.726147,-14.307327,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.5,-2.174225,-43.495029,-14.734589,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.6,-2.478882,-43.433277,-14.416351,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.7,-1.827667,-43.178143,-14.70668,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.8,-1.808319,-43.822834,-13.682281,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:41.9,0.310699,-43.317142,-14.797424,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.0,0.977325,-43.431042,-13.35405,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.1,1.681671,-42.825626,-13.428101,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.2,1.478851,-42.90316,-12.718948,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.3,0.709778,-42.630489,-13.525345,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.5,-0.065155,-42.00489,-13.501282,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.6,-1.706696,-41.592979,-14.194672,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.7,-2.34024,-40.812599,-14.012344,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.8,-2.963165,-40.778713,-13.712692,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:42.9,-3.614685,-40.492069,-13.690964,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.0,-2.761139,-39.54459,-14.922501,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.1,-2.326874,-39.952221,-13.224396,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.2,-0.659821,-38.940697,-14.994766,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.3,0.207581,-39.362831,-13.9021,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.4,-0.123993,-39.194744,-14.084824,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.5,0.647614,-38.77034,-14.365906,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.6,-0.794373,-38.500717,-15.31102,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.7,-1.398315,-38.78701,-14.9095,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.8,-2.72876,-37.998306,-15.892563,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:43.9,-3.772614,-38.273705,-16.085007,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.0,-3.869812,-38.00481,-15.282089,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.1,-3.625732,-37.386814,-16.656006,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.2,-2.16745,-36.82555,-18.62677,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.3,-1.192078,-37.802998,-17.056976,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.4,1.685883,-38.083679,-17.580353,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.5,5.617767,-37.573376,-17.379196,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.6,8.505371,-37.341545,-17.231003,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.7,10.762878,-37.969246,-16.260437,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.8,12.162354,-37.230984,-16.934937,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:44.9,15.428864,-37.340012,-15.969574,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.0,18.009033,-36.215626,-15.825043,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.1,20.856171,-35.228226,-15.720291,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.2,23.230164,-33.635254,-15.635788,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.3,26.516678,-32.225567,-15.106476,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.4,28.757187,-28.68824,-17.783981,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.5,31.166275,-27.01466,-15.926849,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.6,34.297821,-23.104031,-15.97023,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.7,36.999039,-19.259136,-15.999313,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.8,39.215866,-16.307976,-15.879364,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:45.9,40.43692,-15.060829,-14.990875,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.0,41.072617,-13.011772,-16.11171,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.1,41.297256,-12.322613,-16.327927,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.2,41.376678,-12.698215,-16.627106,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.3,41.680695,-12.473557,-17.274673,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.4,41.275101,-12.138962,-18.302277,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.5,41.637054,-12.368374,-19.083069,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.6,41.50444,-9.778885,-20.92775,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.7,41.013229,-11.280304,-21.803741,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.8,41.506104,-9.332207,-21.405197,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:46.9,42.319672,-8.043354,-22.158447,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.0,41.989792,-8.706062,-22.242691,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.1,42.532684,-8.897577,-20.960571,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.2,41.919037,-9.28208,-21.573471,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.3,41.399918,-9.785398,-22.890869,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.4,41.34465,-11.142744,-22.413589,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.5,40.894989,-12.249149,-23.661331,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.6,40.35936,-12.665253,-24.565994,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.7,39.670242,-12.115864,-25.708786,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.8,39.827682,-10.301188,-26.149384,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:47.9,40.277664,-10.504034,-26.084167,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.0,41.189407,-7.937243,-25.849457,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.1,41.971603,-7.671833,-25.379044,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.2,41.699554,-7.301743,-26.088852,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.3,42.097015,-7.33164,-24.642899,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.4,42.423889,-8.000664,-23.940353,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.5,42.344009,-9.040077,-23.584869,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.6,42.194382,-11.371605,-22.838501,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.7,41.415649,-11.959969,-22.89006,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.8,41.163345,-12.071434,-23.161285,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:48.9,41.98085,-8.78721,-23.091019,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.0,42.084152,-9.738585,-21.403778,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.1,42.834335,-7.504299,-20.342926,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.2,43.794235,-7.665663,-17.961456,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.3,43.81665,-7.102144,-17.845047,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.4,44.229431,-6.432261,-16.671844,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.5,43.568192,-6.912567,-17.38884,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.6,43.181931,-6.723787,-16.363602,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.7,42.869263,-6.848202,-16.343094,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.8,42.145782,-7.904972,-16.409637,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:49.9,41.248093,-9.401979,-16.479843,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.0,40.675247,-9.563097,-16.184036,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.1,40.444519,-8.521206,-16.241684,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.2,40.516388,-9.699131,-15.47876,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.3,41.529282,-8.826935,-14.31636,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.4,42.425339,-8.992004,-13.229126,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.5,43.057373,-10.139942,-13.979736,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.6,44.802887,-11.075014,-12.317032,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.7,46.349396,-11.010044,-12.294312,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.8,48.289108,-10.529837,-12.594055,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:50.9,49.270386,-10.548944,-11.762558,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.0,50.910324,-9.219313,-12.79097,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.1,51.795563,-6.320389,-14.314499,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.2,51.866272,-1.547846,-14.552902,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.3,49.644638,1.170156,-15.162155,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.4,46.823944,4.324198,-14.530716,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.5,43.830734,7.287627,-14.645493,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.6,40.644318,8.479758,-15.205917,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.7,37.166428,7.795906,-16.273087,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.8,35.009689,5.764112,-16.243668,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:51.9,32.557968,3.295345,-16.291809,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.0,31.060593,1.363773,-16.929138,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.1,29.602951,-0.37784,-17.401901,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.2,28.209,-1.792639,-18.367233,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.3,26.962616,-3.198572,-19.275513,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.4,26.466553,-2.524065,-19.735214,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.5,26.21582,-3.872028,-20.281158,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.6,26.565002,-2.985863,-19.201233,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.7,26.973373,-3.475439,-19.627518,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.8,26.277039,-4.347828,-19.553055,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:52.9,27.381653,-5.273954,-18.725143,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:53.0,27.54982,-5.467529,-18.032822,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:53.1,27.969299,-6.709766,-17.932007,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:53.2,28.315018,-7.766294,-18.109955,
wf1-4_E_S_W_meg,"""walk forward from point 1 to point 4: walk east, south then west""",1,18:53.3,28.218628,-8.797634,-18.248276,
