Uid,Activity,"state (0:stop, 1:move)",Timestamp,X,Y,Z,,,
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:41.1,-90.120635,-10.292496,1.489808
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:41.2,-90.16984,-10.329535,1.493899
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:41.3,-90.193531,-10.385243,1.526538
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:41.4,-90.240751,-10.429803,1.611742
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:41.5,-90.305744,-11.274731,2.026157
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.1,-89.900479,-9.992776,1.138318
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.2,-89.86973,-9.93046,1.086212
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.3,-89.820662,-9.829083,0.957502
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.4,-89.821016,-9.644683,0.820638
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.5,-89.724661,-9.647026,0.662957
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.6,-89.664663,-9.661479,0.498809
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.7,-89.624517,-9.707402,0.48124
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.8,-89.62075,-9.71166,0.474271
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:50.9,-89.634678,-9.783786,0.502306
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.0,-89.635971,-9.770435,0.479434
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.1,-89.623455,-9.807482,0.501325
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.2,-89.597231,-9.86246,0.538334
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.3,-89.575864,-9.88397,0.537097
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.4,-89.548956,-9.895993,0.499072
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.5,-89.479947,-9.968415,0.54063
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.6,-89.461354,-9.986274,0.55695
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.7,-89.408277,-10.071361,0.580877
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.8,-89.395291,-10.051275,0.586106
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:51.9,-89.363024,-10.077541,0.623016
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.0,-89.340335,-10.121123,0.64652
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.1,-89.328872,-10.12475,0.641668
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.2,-89.323365,-10.138367,0.626904
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.3,-89.323407,-10.166529,0.619061
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.4,-89.29929,-10.208172,0.687491
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.5,-89.30939,-10.127158,0.627979
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.6,-89.29574,-10.117592,0.65393
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.7,-89.315194,-10.176867,0.687482
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.8,-89.307847,-10.211841,0.715922
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:52.9,-89.316684,-10.222647,0.701421
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.0,-89.323603,-10.286005,0.713783
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.1,-89.332727,-10.225697,0.666839
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.2,-89.344352,-10.125377,0.61607
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.3,-89.329172,-10.099575,0.58728
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.4,-89.344726,-10.077611,0.627352
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.5,-89.391254,-10.066036,0.641447
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.6,-89.417539,-10.091064,0.652649
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.7,-89.421354,-10.09893,0.665996
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.8,-89.354057,-10.15312,0.734962
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:53.9,-89.269334,-10.165422,0.774869
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.0,-89.185711,-10.205709,0.826213
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.1,-89.135856,-10.253443,0.85381
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.2,-89.148841,-10.295207,0.887896
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.3,-89.12078,-10.320941,0.883677
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.4,-89.065173,-10.362476,0.909882
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.5,-89.065893,-10.318709,0.887329
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.6,-89.025828,-10.33893,0.888362
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.7,-89.046248,-10.346142,0.891809
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.8,-89.049492,-10.419952,0.970953
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:54.9,-89.05458,-10.436027,0.991312
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:55.0,-89.065584,-10.426246,0.970902
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:55.1,-89.099474,-10.43377,0.983872
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:55.2,-89.156465,-10.476022,1.091799
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:55.3,-89.310358,-10.404415,1.111704
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,57:55.4,-89.290201,-10.482639,1.189298
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.4,-89.950441,-10.501484,0.53927
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.5,-89.898749,-10.505218,0.532713
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.6,-89.841422,-10.476603,0.496449
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.7,-89.792689,-10.690016,0.499236
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.8,-89.754744,-10.835278,0.474854
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:04.9,-89.774855,-10.920171,0.52552
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.0,-89.817193,-11.016215,0.492035
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.1,-89.848966,-11.035755,0.473762
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.2,-89.864907,-10.978761,0.483636
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.3,-89.83599,-11.000454,0.528851
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.4,-89.787389,-10.976802,0.518128
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.5,-89.800209,-10.925306,0.51673
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.6,-89.839347,-10.868108,0.498947
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.7,-89.880616,-10.817549,0.503187
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.8,-89.927993,-10.722282,0.401473
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:05.9,-89.942782,-10.743115,0.386604
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.0,-89.946448,-10.757444,0.38735
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.1,-89.947918,-10.774471,0.401404
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.2,-89.92918,-10.72616,0.402085
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.3,-89.921696,-10.668614,0.401869
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.4,-89.866961,-10.64789,0.417098
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.5,-89.846823,-10.646429,0.432824
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.6,-89.779923,-10.594667,0.444569
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.7,-89.791331,-10.501167,0.378488
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.8,-89.808762,-10.529606,0.377027
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:06.9,-89.845025,-10.571872,0.407412
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.0,-89.870917,-10.554699,0.435446
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.1,-89.860057,-10.549568,0.427553
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.2,-89.822399,-10.545216,0.437343
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.3,-89.783638,-10.564371,0.473537
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.4,-89.793299,-10.536921,0.464107
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.5,-89.810091,-10.492155,0.454551
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.6,-89.859275,-10.409248,0.37706
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.7,-89.889644,-10.419105,0.358441
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.8,-89.906749,-10.38651,0.329441
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:07.9,-89.926703,-10.298483,0.306481
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.0,-89.914989,-10.322738,0.317544
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.1,-89.8944,-10.331448,0.293395
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.2,-89.874589,-10.351281,0.311085
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.3,-89.878737,-10.333189,0.295215
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.4,-89.878505,-10.327056,0.272518
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.5,-89.880106,-10.267562,0.26643
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.6,-89.897119,-10.256231,0.276689
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.7,-89.901204,-10.241608,0.273714
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.8,-89.904068,-10.218976,0.285946
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:08.9,-89.887891,-10.30231,0.36606
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.0,-89.893912,-10.341151,0.425564
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.1,-89.906675,-10.448054,0.484614
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.2,-89.938356,-10.47515,0.490258
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.3,-89.974628,-10.485642,0.517824
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.4,-89.976187,-10.584987,0.59191
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:09.5,-90.073557,-10.696599,0.716059
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.2,-89.956573,-9.764101,0.508427
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.3,-90.025616,-9.592561,0.451674
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.4,-90.050541,-9.674882,0.434042
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.5,-90.058439,-9.704897,0.422508
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.6,-90.106615,-9.750895,0.386102
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.7,-90.110086,-9.776204,0.377204
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.8,-90.122142,-9.805473,0.346582
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:20.9,-90.129209,-9.83126,0.320201
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.0,-90.140051,-9.859347,0.302383
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.1,-90.129725,-9.897058,0.30567
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.2,-90.113614,-9.914186,0.295078
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.3,-90.137261,-9.764498,0.204646
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.4,-90.121309,-9.852605,0.23439
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.5,-90.114502,-9.861024,0.217093
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.6,-90.120271,-9.862206,0.191736
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.7,-90.123472,-9.908867,0.204727
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.8,-90.120898,-9.951936,0.221304
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:21.9,-90.046903,-10.012081,0.258076
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.0,-90.012181,-10.014576,0.264965
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.1,-89.982949,-10.006652,0.307621
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.2,-89.988336,-9.923685,0.325104
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.3,-89.989204,-9.813035,0.320373
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.4,-89.937873,-9.855428,0.338834
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.5,-89.906384,-9.88189,0.35826
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.6,-89.924775,-9.858284,0.348133
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.7,-89.893466,-9.904329,0.384732
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.8,-89.857844,-9.864836,0.394667
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:22.9,-89.802538,-9.867606,0.425469
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.0,-89.760013,-9.842799,0.438097
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.1,-89.747126,-9.809196,0.464257
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.2,-89.749097,-9.847984,0.485833
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.3,-89.781349,-9.735996,0.428311
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.4,-89.793901,-9.759018,0.440849
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.5,-89.808049,-9.774675,0.425112
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.6,-89.829473,-9.73598,0.385739
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.7,-89.822592,-9.764209,0.410851
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.8,-89.839153,-9.76227,0.406504
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:23.9,-89.856403,-9.753017,0.385163
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.0,-89.878334,-9.722126,0.354943
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.1,-89.90134,-9.696609,0.333466
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.2,-89.901608,-9.691995,0.33727
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.3,-89.915127,-9.635148,0.312494
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.4,-89.911057,-9.658715,0.327414
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.5,-89.911594,-9.703476,0.355374
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.6,-89.912076,-9.720051,0.370137
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.7,-89.904224,-9.694005,0.373714
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.8,-89.92077,-9.708885,0.384489
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:24.9,-89.950879,-9.738864,0.406492
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:25.0,-90.003936,-9.793998,0.441753
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:25.1,-90.020464,-9.843915,0.485751
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:25.2,-90.08291,-9.986658,0.567476
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:25.3,-90.083787,-10.64792,0.944628
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.3,-89.945467,-9.06451,0.687952
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.4,-89.973942,-8.998829,0.543972
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.5,-89.982089,-8.945278,0.519108
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.6,-90.043868,-8.938825,0.470091
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.7,-90.071111,-9.093365,0.448478
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.8,-90.090154,-9.149396,0.4414
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:35.9,-90.10266,-9.168952,0.41576
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.0,-90.104328,-9.190419,0.382724
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.1,-90.100273,-9.189773,0.411814
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.2,-90.097789,-9.142247,0.378166
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.3,-90.08366,-9.168582,0.38628
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.4,-90.095223,-9.097515,0.336172
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.5,-90.062714,-9.119275,0.363754
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.6,-90.060495,-9.132085,0.326628
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.7,-90.054426,-9.194293,0.321085
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.8,-90.051271,-9.210857,0.314359
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:36.9,-90.048582,-9.165161,0.308235
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.0,-90.021172,-9.164916,0.308636
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.1,-89.998972,-9.144321,0.324725
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.2,-90.001366,-9.161285,0.343758
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.3,-89.978455,-9.180376,0.378769
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.4,-90.000793,-9.166862,0.382174
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.5,-90.002418,-9.206186,0.423311
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.6,-89.993195,-9.197629,0.422259
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.7,-89.980311,-9.210688,0.422681
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.8,-89.945819,-9.203762,0.455179
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:37.9,-89.926709,-9.186555,0.475677
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.0,-89.879362,-9.242644,0.501219
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.1,-89.818264,-9.208683,0.546703
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.2,-89.812639,-9.195585,0.57219
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.3,-89.815594,-9.199056,0.555161
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.4,-89.865401,-9.17173,0.525503
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.5,-89.881491,-9.145833,0.513863
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.6,-89.865403,-9.121837,0.486553
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.7,-89.849182,-9.109176,0.486484
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.8,-89.842836,-9.091524,0.478795
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:38.9,-89.868704,-9.092323,0.498544
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.0,-89.90687,-9.100039,0.477098
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.1,-89.916224,-9.084403,0.486314
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.2,-89.949475,-9.042679,0.448713
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.3,-89.94905,-9.078187,0.41999
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.4,-89.978463,-9.101772,0.41267
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.5,-89.964202,-9.143294,0.452323
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.6,-89.967511,-9.117872,0.42308
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.7,-89.971511,-9.155143,0.423754
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.8,-89.977186,-9.195148,0.421529
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:39.9,-89.995102,-9.23319,0.43686
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:40.0,-90.008545,-9.277414,0.451209
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:40.1,-90.020107,-9.355069,0.515925
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:40.2,-90.03816,-9.408362,0.546193
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:40.3,-90.055456,-9.485491,0.566595
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:40.4,-90.13429,-9.605475,0.636098
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:50.7,-89.964216,-9.105532,0.449384
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:50.8,-89.933638,-9.157179,0.381191
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:50.9,-89.906515,-9.198608,0.383313
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.0,-89.863476,-9.271974,0.444731
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.2,-89.878263,-9.289533,0.40699
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.3,-89.862704,-9.333852,0.417485
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.4,-89.857837,-9.428419,0.397417
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.5,-89.834956,-9.476571,0.380007
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.6,-89.842263,-9.468912,0.35707
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.7,-89.855732,-9.434778,0.314675
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.8,-89.845868,-9.395737,0.309007
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:51.9,-89.884852,-9.228039,0.223854
stop2_ori,"""stop on point 2""",0,stop2-ori,"""stop on point 1""",1,58:52.0,-89.920984,-9.253362,0.211571
